Benchmark::Car::uid,Benchmark::Car::lat,Benchmark::Car::lon,Benchmark::Car::speed,time
2,2.000,1.000,22.100,0.452
3,3.000,1.500,23.200,0.453
4,4.000,2.000,24.300,0.454
5,5.000,2.500,25.400,0.455
6,6.000,3.000,26.000,0.456
7,7.000,0.000,27.100,0.457
8,8.000,0.500,28.200,0.458
9,9.000,1.000,29.300,0.459
10,10.000,1.500,30.400,0.460
1,1.000,0.500,21.000,0.461
2,2.000,1.000,22.100,0.462
3,3.000,1.500,23.200,0.463
4,4.000,2.000,24.300,0.464
5,5.000,2.500,25.400,0.465
6,6.000,3.000,26.000,0.466
7,7.000,0.000,27.100,0.467
8,8.000,0.500,28.200,0.468
9,9.000,1.000,29.300,0.469
10,10.000,1.500,30.400,0.470
1,1.000,0.500,21.000,0.471
2,2.000,1.000,22.100,0.472
3,3.000,1.500,23.200,0.473
4,4.000,2.000,24.300,0.474
5,5.000,2.500,25.400,0.475
6,6.000,3.000,26.000,0.476
7,7.000,0.000,27.100,0.477
8,8.000,0.500,28.200,0.478
9,9.000,1.000,29.300,0.479
10,10.000,1.500,30.400,0.480
1,1.000,0.500,21.000,0.481
2,2.000,1.000,22.100,0.482
3,3.000,1.500,23.200,0.483
4,4.000,2.000,24.300,0.484
5,5.000,2.500,25.400,0.485
6,6.000,3.000,26.000,0.486
7,7.000,0.000,27.100,0.487
8,8.000,0.500,28.200,0.488
9,9.000,1.000,29.300,0.489
10,10.000,1.500,30.400,0.490
1,1.000,0.500,21.000,0.491
2,2.000,1.000,22.100,0.492
3,3.000,1.500,23.200,0.493
4,4.000,2.000,24.300,0.494
5,5.000,2.500,25.400,0.495
6,6.000,3.000,26.000,0.496
7,7.000,0.000,27.100,0.497
8,8.000,0.500,28.200,0.498
9,9.000,1.000,29.300,0.499
10,10.000,1.500,30.400,0.500
